rumah,alamat,harga,temppat_tidur,luas_bangunan,luas_lahan
RUMAH MEWAH ANGSURAN 10 JUTAAN DI KOTA JOGJA,"Banguntapan, Bantul",Rp 1.485.600.000,3,105,116
TERBATASSS RUMAH HARGA MURAH DENGAN TANAH YANG LUAS AREA PRAMBANAN,"Prambanan, Sleman",Rp 475.000.000,2,50,234
Rumah Murah dalam perum Potorono Banguntapan,"Banguntapan, Bantul",Rp 900.000.000,4,120,101
PURI HUTAMA BALECATUR,"Sleman, Sleman",Rp 198.000.000,2,36,67
Jual Rumah 2 Lantai Siap Bangun Akses Mudah Dari Jl Kaliurang Km 10,"Ngaglik, Sleman",Rp 1.490.000.000,4,145,131
Rumah bagus di jalan kaliurang km 10,Yogyakarta,Rp 825.000.000,3,80,105
jual rumah + tempat usaha,"Prambanan, Sleman",Rp 485.000.000,3,60,104
"Rumah Klasik di Bantul, Bonus Furniture Dalam perumahan Wirokerten","Kotagede, Yogyakarta",Rp 675.000.000,3,75,104
Butuh Uang Cepat Jual Murah Siap Huni di Mlati Dekat Denggung,"Mlati, Sleman",Rp 320.000.000,2,60,67
RUMAH PREMIUM DI UTARA KOTA JOGJA 15 MENIT KE BANDARA,"Kalasan, Sleman",Rp 585.000.000,3,55,95
"Rumah Klasik di Bantul, Bonus Furniture Dalam perumahan Wirokerten","Kotagede, Yogyakarta",Rp 675.000.000,3,75,104
Butuh Uang Cepat Jual Murah Siap Huni di Mlati Dekat Denggung,"Mlati, Sleman",Rp 320.000.000,2,60,67
Rumah Baru 2 lantai Proses Bangun Dekat Kampus UMY,"Bantul, Bantul",Rp 950.000.000,3,115,115
RUMAH PREMIUM DI UTARA KOTA JOGJA 15 MENIT KE BANDARA,"Kalasan, Sleman",Rp 585.000.000,3,55,95
Rumah bagus dekat UGM di lempong sari,"Jetis, Yogyakarta",Rp 1.700.000.000,3,140,202
RUMAH SUPER MEWAH HARGA 700 JUTAAN TERMURAH DI JOGJA,"Banguntapan, Bantul",Rp 750.000.000,3,65,84
Dijual rumah full furnish di maguwoharjo dalam perumahan,Yogyakarta,Rp 800.000.000,3,85,102
"(RE) RUMAH TINGGAL BONUS RUMAH KOST DI JL BALIREJO, UMBULHARJO","Umbulharjo, Yogyakarta",Rp 6.800.000.000,3,412,629
"DIJUAL RUMAH CANTIK  DI GOWONGAN, JETIS, YOGYAKARTA","Sleman, Sleman",Rp 22.000.000.000,10,600,576
Hanya Ada Disini Kost 14 Kamar Full Furnish Lokasi Premium Dekat UPN,"Caturtunggal, Sleman",Rp 2.700.000.000,14,295,125
REKOMENDASI INVESTASI AMAN KOST EXCLUSIVE DEKAT UGM,"Depok, Sleman",Rp 1.650.000.000,10,192,110
Rumah Murah 200jt Tepi Jalan Raya Patuk Yogyakarta,"Patuk, Gunung Kidul",Rp 200.000.000,2,36,60
Rumah 2 Lantai Dijual Yogyakarta Kawasan Mewah Harga Terjangkau,"Pleret, Bantul",Rp 830.000.000,3,80,89
Dijual Segera Rumah Mewah Harga Terjangkau Pinggiran Malioboro 10menit,"Pleret, Bantul",Rp 800.000.000,3,80,89
Rumah Baru dekat RSUD & entry tol Sentolo,"Sentolo, Kulon Progo",Rp 425.000.000,2,40,100
hunian nyaman di pusat bisnis Jogja Selokan Mataram,"Maguwoharjo, Sleman",Rp 185.000.000,2,36,50
Hunian Jogja Termurah Jalan Paving 5 m Kotagede,"Kotagede, Yogyakarta",Rp 730.000.000,2,57,110
Rumah Jogja Terlaris 2 Unit Terakhir Kotagede,"Kotagede, Yogyakarta",Rp 730.000.000,3,40,101
"Rumah Sleman Include Private Pool Jalan Kaliurang Km 9,5","Sleman, Sleman",Rp 1.487.000.000,4,95,125
FLASH SALE !! Hunian Mewah Harga 200 jutaan Selangkah ke Stasiun,"Temon, Kulon Progo",Rp 287.000.000,2,36,77
Rumah Terlaris Angsuran 2 Jutaan di Prambanan Jogja DP Ringan,"Prambanan, Sleman",Rp 350.000.000,2,40,60
RUMAH ANGSURAN 1 JUTAAN DI BANTUL,"Pandak, Bantul",Rp 185.000.000,2,30,60
Rumah Utara UGM Jogjakarta,"Ngaglik, Sleman",Rp 600.000.000,3,75,90
Hunian Murah 2 lantai Timur Alun2 Purworejo,"Temon, Kulon Progo",Rp 499.000.000,3,80,108
Dijual Rumah Modern Exclusive di Sleman dekat UII dan UGM,"Maguwoharjo, Sleman",Rp 1.500.000.000,5,120,120
Rumah Murah Mewah Jogja Lokasi Strategis Dekat Bandara dan Mall,"Gamping, Sleman",Rp 955.000.000,2,130,130
Rumah Dijual Desain Minimalis Dekat,"Sewon, Bantul",Rp 530.000.000,2,60,110
Rumah Siap Bangun Sertifikat SHM Hanya 10 Menit RSUD Sleman,"Sleman, Sleman",Rp 550.000.000,3,54,90
Rumah Dijual di Jogja,"Gondokusuman, Yogyakarta",Rp 1.780.800.000,3,171,130
Rumah Free Desain Siap Bangun Minimalis Daerah Sedayu,"Sedayu, Bantul",Rp 243.000.000,2,36,70
Rumah Terlaris Angsuran 2 Jutaan di Prambanan Jogja DP Ringan,"Prambanan, Sleman",Rp 350.000.000,2,40,60
RUMAH ANGSURAN 1 JUTAAN DI BANTUL,"Pandak, Bantul",Rp 185.000.000,2,30,60
Rumah 400 m barat UMY,"Kasihan, Bantul",Rp 1.350.000.000,5,106,126
FLASH SALE !! Hunian Mewah Harga 200 jutaan Selangkah ke Stasiun,"Temon, Kulon Progo",Rp 287.000.000,2,36,77
Hunian Mewah Nuansa Desa di Pusa Bisnis Jogja,"Maguwoharjo, Sleman",Rp 235.000.000,2,40,60
Rumah Gamping Sleman,"Gamping, Sleman",Rp 850.000.000,3,80,100
Rumah barat Tugu Lilin Selatan Kampus Umy,"Kasihan, Bantul",Rp 380.000.000,3,62,92
Jual Rumah Murah dalam Perumahan full furnished,"Banguntapan, Bantul",Rp 469.000.000,3,75,112
HUNIAN MEWAH LENGKAP DENGAN PRIVATE POOL DI JOGJA SELATAN,"Kasihan, Bantul",Rp 3.570.000.000,4,195,317
Di Jual Rumah Siap Huni Dekat RM Genduk Wulan,"Seyegan, Sleman",Rp 425.000.000,2,60,85
"Bayar dulu 30% dapat rumah di jakal km 10, sisanya bisa dicicil","Sleman, Sleman",Rp 1.870.000.000,4,124,123
Di Jual Rumah Baru dalam Perumahan Area Nogotirto,"Gamping, Sleman",Rp 790.000.000,3,65,116
RUMAH MURAH BEBAS REQUEST LOKASI KALASAN YOGYAKARTA,"Kalasan, Sleman",Rp 725.000.000,3,75,151
Rumah Murah Jogja  Bonus Mezzanine Dekat Malioboro,"Sewon, Bantul",Rp 385.000.000,2,40,110
5 Juta Aja Udah Bisa Beli Rumah Terlaris Di Prambanan Yogyakarta,"Prambanan, Sleman",Rp 350.000.000,2,40,65
Rumah 1 Lantai Type 50 C5 Asana Residence Godean Sleman,"Godean, Sleman",Rp 705.600.000,2,50,116
Perumahan Minimalis Nuansa Hijau Caturharjo Sleman,Sleman,Rp 405.000.000,2,111,101
Dijual rumah siap huni di jogja timur dalam perumahan,"Sleman, Sleman",Rp 675.000.000,3,111,140
Di Jual Rumah dalam Perumahan Di jln Kabupaten,"Gamping, Sleman",Rp 865.000.000,3,100,128
Rumah Baru Cantik  Modern Minimalis di Purwomartani Sleman Jogja,"Purwo martani, Sleman",Rp 585.000.000,2,50,100
Rumah 2 Lt Mewah Murah Dijual di Pesona Anindya Palagan Sleman Yogyakarta,"Ngaglik, Sleman",Rp 1.095.000.000,3,115,99
Djual Rumah + Ruko Utara jalan Godean km 8,"Seyegan, Sleman",Rp 1.600.000.000,4,100,859
Rumah  2 Lantai (7 Kamar Tidur) Strategis Jalan Kaliurang dekat Bale Hinggil,"Ngaglik, Sleman",Rp 2.500.000.000,8,265,180
BIG SALE DISKON SAMPAI 100JT RUMAH MURAH DI GODEAN SLEMAN,"Godean, Sleman",Rp 665.000.000,2,50,116
"Cluster Nirwana Bangunjiwo 7, shm, ready tipe 45 dan 54","Kasihan, Bantul",Rp 479.800.000,2,45,93
"Desain minimalis, Rumah Kavling Jl KaptenHAryadi Type 85/110","Ngaglik, Sleman",Rp 895.000.000,3,85,110
"Area Stadion Magwoharjo, Rumah Dijual Cepat -Aw","Depok, Sleman",Rp 1.500.000.000,3,161,151
Rumah Konsep Modern di Gambiran Umbulharjo Kodya,"Umbulharjo, Yogyakarta",Rp 950.000.000,3,85,93
Di jual rumah baru jakal km 12 ke timur dekat pasar jangkang ds wonolelo sleman,"Ngaglik, Sleman",Rp 650.000.000,3,65,100
"Rumah 800 jtan Area Tajem Maguwoharjo sleman, free all in dan bisa dicicil","Sleman, Sleman",Rp 946.000.000,4,85,90
Rumah Minimalis Siap Huni Dekat Jogja Bay Waterpark,"Ngemplak, Sleman",Rp 700.000.000,2,70,70
"Rumah 800 jtan Area Tajem Maguwoharjo sleman, free all in dan bisa dicicil","Sleman, Sleman",Rp 946.000.000,4,85,90
Rumah Murah Bantul,"Kasihan, Bantul",Rp 355.000.000,2,45,75
Promo Spesial Harga Murah Banget Di Bantul,"Kasihan, Bantul",Rp 355.000.000,2,45,80
"Rumah Induk dan Kost2 an di Barat Kampus UTY, Dalam Ringroad dekat RSA UGM","Mlati, Sleman",Rp 2.000.000.000,11,255,313
Di jual rumah kost di minomartani UNY,"Ngaglik, Sleman",Rp 799.000.000,5,100,104
MIliki Rumah Mewah Sekarang Harga Murah Strategis Dekat UGM,"Ngaglik, Sleman",Rp 1.565.000.000,4,145,147
Rumah Cantik Siap Huni Di Kalimati Timur  Perum Pertamina Purwomartani Jogja,"Purwo martani, Sleman",Rp 525.000.000,3,80,101
RUMAH CANTIK UNTUK GUEST HOUSE DI SELATAN LOTTEMART MAGUWOHARJO DEPOK SLEMAN,"Depok, Sleman",Rp 2.900.000.000,6,250,290
"Rumah Cantik 2 Lantai Free AC & Water Heater, 3 Menit dari Kampus UMY","Gamping, Sleman",Rp 1.250.000.000,3,75,121
Jual Rumah di belakang TVRI Jogja,"Mlati, Sleman",Rp 5.000.000.000,4,300,778
Rumah Ekslusif Elegan Full Furnished Dekat Kampus UGM Sleman,"Mlati, Sleman",Rp 8.000.000.000,6,750,469
DIJUAL RUMAH SIAP HUNI TANAH LUAS DEKAT KAMPUS UAD YOGYAKARTA,"Umbulharjo, Yogyakarta",Rp 930.000.000,3,75,97
Rumah mewah full furnish siap huni di Ngaglik,"Ngaglik, Sleman",Rp 1.295.000.000,3,100,121
Rumah murah siap huni di purwomartani harga bawah pasaran,"Kalasan, Sleman",Rp 675.000.000,3,111,140
Dijual Rumah Dalam Cluster Full Furnished Dekat Pamella 7 Purwomartani,"Kalasan, Sleman",Rp 980.000.000,3,60,103
Rumah Dijual Cantik Keren Murah Di Utara Pamela-7 Swalayan Purwomartani Jogja,"Purwo martani, Sleman",Rp 650.000.000,3,80,120
Rumah Dijual Siap Huni di Kadirojo Purwomartani Jogja,"Purwo martani, Sleman",Rp 650.000.000,3,70,103
Rumah Dijual Cantik Megah Di Purwomartani Jogja Dekat Jogja Bay,"Purwo martani, Sleman",Rp 740.000.000,3,81,150
"PROMO DP 5% Rumah Sleman Dekat RSUD Jl Magelang, Rumah Jogja Utara","Sleman, Sleman",Rp 565.600.000,3,54,117
Rumah Minimalis 4 Kamar Di Perumahan Margorejo Asri Dekat Jl Magelang - Yogya,"Tempel, Sleman",Rp 1.275.000.000,4,216,108
cluster premium di tengah kota jogja,"Ngaglik, Sleman",Rp 1.573.000.000,2,106,100
Dijual rumah mewah strategis di Jl Damai Sleman,"Ngaglik, Sleman",Rp 1.503.217.000,2,106,91
RUMAH SIAP HUNI DESAIN MEWAH DI BANGUNTAPAN  Rumah siap huni desain mewah dalam,"Bantul, Bantul",Rp 2.000.000.000,4,140,113
RUMAH 2 LANTAI MURAH DI DEKAT JOGJA BAY MAGUWO INCLUDE PRIVATE POOL,"Depok, Sleman",Rp 1.200.000.000,3,55,132
Dijual Rumah Strategis 600Jt an Dekat Kampus UAD,"Pleret, Bantul",Rp 680.000.000,3,80,116
"Rumah Dengan Interior Mewah, dekat Kampus UGM Siap Huni","Mlati, Sleman",Rp 2.800.000.000,3,146,198
Rumah Modern 2 Lantai 900 Jutaan di Wirobrajan Dekat Malioboro Siap Bangun,"Kasihan, Bantul",Rp 919.000.000,3,91,104
RUMAH MURAH AREA KAMPUS UMY HARGA 300 JUTAAN,"Kasihan, Bantul",Rp 380.000.000,2,36,72
"Bayar 30 % dapat rumah 2 lantai dekat kampus UII Jakal, sisanya dicicil","Sleman, Sleman",Rp 871.000.000,3,76,110
Rumah Baru Siap huni di Purwomartani 550 Juta,"Purwo martani, Sleman",Rp 550.000.000,2,60,104
Rumah Minimalis Siap Huni Dekat Sleman City Hall,"Sleman, Sleman",Rp 595.000.000,2,50,98
"HUNIAN MINIMALIS SIAP HUNI UNTUK KELUARGA MUDA, PERUMAHAN GREEN KUANTAN","Sedayu, Bantul",Rp 900.000.000,2,46,108
Rumah Villa Dijual Jogja Utara,"Pakem, Sleman",Rp 2.600.000.000,4,400,1112
RUMAH JOGJA JALAN KALIURANG SLEMAN DEKAT KAMPUS UII,"Ngaglik, Sleman",Rp 689.500.000,2,45,112
"Rumah Induk dan kos Timur Hartono Mall, Condong Catur","Condong Catur, Sleman",Rp 4.500.000.000,20,300,790
Rumah di jogjakarta lokasi strategis di jalan jogja-solo bisa kpr,"Kalasan, Sleman",Rp 955.000.000,2,40,130
Rumah 2 LT  Dekat Kampus UMY,"Bantul, Bantul",Rp 950.000.000,3,115,114
Rumah Minimalis Tanah Luas di Sleman Dekat RSUD Sleman,"Tempel, Sleman",Rp 560.000.000,2,45,140
Rumah Dijual di Jogja,"Jetis, Yogyakarta",Rp 1.780.800.000,3,171,130
Rumah Dijual di Jogja,"Gondomanan, Yogyakarta",Rp 1.662.400.000,3,154,130
Guest House Dijual di Jogja,"Ngampilan, Yogyakarta",Rp 2.489.000.000,3,162,215
Rumah Dijual di Jogja,"Gondokusuman, Yogyakarta",Rp 1.662.400.000,3,154,130
Guest House Dijual di Jogja,"Kraton, Yogyakarta",Rp 2.489.000.000,3,162,215
Guest House Dijual di Jogja,"Danurejan, Yogyakarta",Rp 2.489.000.000,3,162,215
Rumah Dijual di Jogja,"Pakualaman, Yogyakarta",Rp 1.780.800.000,3,171,130
Rumah Siap Bangun SHM Kotagede Pusat Kota Jogja,"Kotagede, Yogyakarta",Rp 1.150.000.000,3,70,100
"Rumah Bernuansa Villa Murah di Ambarketawang, Sleman, Yogyakarta","Gamping, Sleman",Rp 452.000.000,2,40,73
RUMAH 3 LANTAI Private Pool - Dalam Kota Jogjakarta,"Kotagede, Yogyakarta",Rp 1.560.000.000,4,120,100
RUMAH MURAH DEKAT HOTEL SANTIKA GUNUNGKIDUL,"Playen, Gunung Kidul",Rp 226.000.000,2,50,91
Rumah 1 Lantai Type 50 C11 Asana Residence Godean Sleman,"Godean, Sleman",Rp 683.600.000,2,50,110
Rumah Minimalis Type 30 Elegan Murah - Cahaya Milenia Sidomulyo,"Pengasih, Kulon Progo",Rp 153.000.000,2,76,76
"PURI CENDANA SEWON, 3 menit ke kampus ISI YOGYAKARTA","Sewon, Bantul",Rp 518.000.000,3,54,90
rumah sangat strategia dalam perumahan banteng jalan kaliurang Km 7,"Ngaglik, Sleman",Rp 1.750.000.000,5,150,210
[PROMO] Rumah Pengasih Kulonprogo Murah - Pas Buat Keluarga Kecil,"Pengasih, Kulon Progo",Rp 174.000.000,2,76,76
"Rumah Induk + Kost 5kt Istimewa jl kaliurang km 8,5Utara jl Damai Yogyakarta","Ngaglik, Sleman",Rp 1.650.000.000,5,160,180
Rumah 2 Lantai Cocok Untuk Guest House/Penginapan Di Baciro,"Gondokusuman, Yogyakarta",Rp 1.900.000.000,3,140,251
Perumahan Mewah Greenland Giwangan Harga Murah,"Pleret, Bantul",Rp 837.597.915,3,80,89
SUPER CANTIKRUMAH BARU SIAP HUNI DI IMOGIRI BANTUL,"Imogiri, Bantul",Rp 475.000.000,2,45,70
RUMAH KECIL BARU MINIMALIS TERMURAH DI WONOSARI,"Wonosari, Gunung Kidul",Rp 200.000.000,2,40,60
Guest House Dijual di Jogja,"Depok, Sleman",Rp 2.489.000.000,3,162,215
Rumah Dijual di Jogja,"Depok, Sleman",Rp 1.526.000.000,3,139,130
Rumah Dijual di Jogja,"Danurejan, Yogyakarta",Rp 1.526.000.000,3,139,130
RUMAH TERMURAH DI BANTUL HANYA 300 JUTAAN ONE GATE  Sistem,"Banguntapan, Bantul",Rp 395.000.000,2,36,72
"Rumah Jogja Tepi Jalan Aspal Jakal Km 9,5","Ngaglik, Sleman",Rp 1.537.000.000,4,95,133
Rumah 2 Lantai Dekat UMY Strategis di Godean Yogyakarta,"Godean, Sleman",Rp 849.100.000,3,73,120
Rumah Murah Type 36 SHM Ready (Siap AJB) Dekat Pemda Wates,"Panjatan, Kulon Progo",Rp 288.000.000,2,36,98
Rumah Mewah Private Pool (SHM Ready) Dekat Wisata Kaliurang,"Ngaglik, Sleman",Rp 1.603.500.000,4,95,143
Dijual Rumah 2 Lantai Nawasena Kaliurang di Sleman,"Depok, Sleman",Rp 2.200.000.000,6,140,159
Dijual Hunian Mewah 2 Lantai di Sleman,"Condong Catur, Sleman",Rp 1.500.000.000,5,120,120
RUMAH MEWAH DI BALE AGUNG RESIDENCE JALAN KALIURANG KM6 SLEMAN YOGYAKARTA,"Mlati, Sleman",Rp 8.000.000.000,4,750,463
Rumah Siap Bangun Area Bangunjiwo Bantul Promo Akhir Tahun Murah,"Kasihan, Bantul",Rp 358.000.000,2,36,84
Rumah Dijual di Jogja,"Gondomanan, Yogyakarta",Rp 1.526.000.000,3,139,130
Rumah Strategis Cocok Usaha Jogjakarta,"Kasihan, Bantul",Rp 1.700.000.000,4,200,109
PERUMAHAN STRATEGIS SLEMAN JALAN KALIURANG,"Ngaglik, Sleman",Rp 689.500.000,2,45,93
Flash Sale Rumah Type 50 gratis PCX Tanpa Undi,"Wates, Kulon Progo",Rp 495.000.000,2,50,104
"RUMAH SIAP HUNI, 500 JUTAAN DI PURWOMARTANI, SLEMAN","Sleman, Sleman",Rp 550.000.000,3,70,90
Rumah mewah dekat Budi Mulia 2 dan SD Model,"Sleman, Sleman",Rp 1.325.000.000,3,97,168
RUMAH MEWAH HARGA MURAH DI JL KALIURANG KM 12 NGAGLIK SLEMAN,"Ngaglik, Sleman",Rp 877.000.000,3,85,105
RUMAH SECOND MURAH MASIH SANGAT BAGUS HANYA 690JT DI MAGUWOHARJO,"Sleman, Sleman",Rp 690.000.000,2,55,108
"CLUSTER PERUMAHAN DI GENTAN, JALAN KALIURANG KM 10, DEKAT UGM DAN UII","Ngaglik, Sleman",Rp 1.150.000.000,3,100,100
Rumah Serasa Villa Dekat Pasar Gamping Jogja,"Gamping, Sleman",Rp 449.000.000,2,40,79
Rumah Kost 7 Kamar Dengan Harga Tebaik Di Seturan Yogyakarta,"Depok, Sleman",Rp 2.450.000.000,7,160,123
Dijual Rumah & Kantor Lokasi Jogja Kota Balkot,"Umbulharjo, Yogyakarta",Rp 7.999.999.000,7,600,608
Rumah Pengasih Kulonprogo Strategis - Dekat Fasilitas Umum,"Pengasih, Kulon Progo",Rp 181.000.000,2,76,76
BARAKA RESIDENCE,"Sentolo, Kulon Progo",Rp 436.000.000,3,70,90
Kapan Lagi Rumah Kost 14 kamar Lokasi Premium Best Price Di Seturan,"Caturtunggal, Sleman",Rp 3.430.000.000,14,270,130
Rumah Perum Taman Suryowijayan,"Mantrijeron, Yogyakarta",Rp 1.800.000.000,4,112,128
Rumah siap huni Nyaman,"Bantul, Bantul",Rp 459.000.000,2,55,107
CUMA DI SINI TOWNHOUSE MEWAH 3 LT DI SIDOARUM GODEAN,"Godean, Sleman",Rp 2.000.000.000,3,160,184
Rumah Minimalis 2 Lantai Yogyakarta,"Godean, Sleman",Rp 793.000.000,3,73,116
Rumah Dijual di Jogja,"Kraton, Yogyakarta",Rp 1.526.000.000,3,139,130
Guest House Dijual di Jogja,"Kraton, Yogyakarta",Rp 2.525.000.000,3,162,215
Rumah Mewah Siap Bangun Sertifikat SHM Hanya 15 Menit Ke RS JIH,"Maguwoharjo, Sleman",Rp 2.167.000.000,4,110,229
RUMAH 2 LANTAI LOKASI STRATEGIS UTARA STADION MAGUWOHARJO JOGJA,"Maguwoharjo, Sleman",Rp 1.699.000.000,3,70,135
RUMAH MEWAH DENGAN JAKUZZI FULLY FURNISHED DALAM PERUMAHAN BALE HINGGIL,"Depok, Sleman",Rp 20.000.000.000,9,700,650
RUMAH DEKAT PUSAT KOTA SEYEGAN,"Seyegan, Sleman",Rp 515.000.000,3,65,84
Rumah Siap Bangun Area Balecatur Sleman Promo Akhir Tahun Murah Cantik,"Gamping, Sleman",Rp 198.000.000,2,36,97
KAVLING SIAP BANGUN JOGJA SLEMAN,"Sleman, Sleman",Rp 689.500.000,2,45,112
"Perumahan 2 Lantai View Sawah, Gunung Merapi Merbabu, The Panorama Res","Godean, Sleman",Rp 982.689.000,3,78,100
"Dijual Murah Banget Villa dan Coffeshop di Jalan Kaliurang, Sleman","Pakem, Sleman",Rp 4.500.000.000,8,270,1319
Dijual Hunian Mewah di Sleman Strategis,"Condong Catur, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Mewah 2 Lantai di Sleman,"Godean, Sleman",Rp 2.200.000.000,6,140,159
PROMO HEBAT | RUMAH LUAS TYPE 45 YOGYAKARTA,"Sedayu, Bantul",Rp 395.000.000,2,45,119
Dijual Rumah Belanda di Sagan Kotabaru,Yogyakarta,Rp 23.000.000.000,5,400,820
"Rumah Luas dan Minimalis 2 Lantai di sleman (SHM), Cocok untuk kost / rumah","Depok, Sleman",Rp 3.900.000.000,6,300,349
RUMAH SIAP HUNI DI CATURHARJO SLEMAN (DEKAT RSUD SLEMAN),"Mlati, Sleman",Rp 485.000.000,2,51,115
"Rumah Murah Purwomartani, 425 Juta Dalam perumahan","Purwo martani, Sleman",Rp 425.000.000,3,60,101
"Rumah Murah Dekat Hotel Santika Tepi Jalan Yogyakarta, Gunungkidul","Wonosari, Gunung Kidul",Rp 277.000.000,2,41,71
BONUS PCX Rumah Jogja Super Mewah Kolam Renang Pribadi Dekat Citragrand Gamping,"Gamping, Sleman",Rp 1.735.000.000,4,110,204
Rumah Jogja Super Mewah 4 Kamar Tidur 50 m Dari CitraGrand Waterpark,"Gamping, Sleman",Rp 1.715.000.000,4,110,198
Rumah Istimewa Minimalis 2 Lantai View Sawah Di Jalan Wonosari Dekat Kidfun Yogyakart,"Piyungan, Bantul",Rp 980.000.000,3,115,133
"Info Rumah Dijual di Jl Sidomoyo, 5 Unit Kavling Type 45 Dekat UNISA","Mlati, Sleman",Rp 554.000.000,2,45,120
Perumahan Konsep Resort Mewah Megah 2 Lantai The Panorama Resort Yogya,"Godean, Sleman",Rp 982.670.000,3,78,100
HUNIAN MODERN DI JALAN KALIURANG DEKAT KAMPUS UII,"Sleman, Sleman",Rp 689.500.000,2,45,112
"Rumah Baru Untuk Tinggal, Homestay di Jl Kaliurang KM17 dekat UII - Kopi Klotok","Pakem, Sleman",Rp 1.850.000.000,3,100,240
RUMAH 2 LANTAI KOLAM RENANG PRIBADI - DALAM KOTA JOGJA,"Kotagede, Yogyakarta",Rp 1.210.000.000,3,70,101
Siap Bangun Rumah Area Sedayu Jogja Diskon Besar-besaran,"Sedayu, Bantul",Rp 242.600.000,2,36,118
HARGA PROMO NEW RELEASE RUMAH MURAH PRAMBANAN,"Prambanan, Sleman",Rp 525.000.000,2,45,74
RUMAH CANTIK 3 LANTAI DI GODEAN KM 7 JOGJA,"Godean, Sleman",Rp 1.650.000.000,3,160,103
Hunian Mewah Hanya 150 mtr ke Jl Nasional Dekat Bandara YIA,"Wates, Kulon Progo",Rp 567.000.000,3,36,88
HUNIAN MODERN DI JALAN KALIURANG DEKAT KAMPUS UII,"Sleman, Sleman",Rp 689.500.000,2,45,112
Perumahan Konsep Resort Mewah Megah 2 Lantai The Panorama Resort Yogya,"Godean, Sleman",Rp 982.670.000,3,78,100
Rumah 1 Lantai Type 50 C7 Asana Residence Godean Sleman,"Godean, Sleman",Rp 658.400.000,2,50,114
Rumah Gaya Scandinavian 1 Lantai Type 50 C13 Asana Residence Jogja,"Godean, Sleman",Rp 638.500.000,2,50,108
Siap Bangun Rumah Area Sedayu Jogja Diskon Besar-besaran,"Sedayu, Bantul",Rp 242.600.000,2,36,118
RUMAH 2 LANTAI KOLAM RENANG PRIBADI - DALAM KOTA JOGJA,"Kotagede, Yogyakarta",Rp 1.210.000.000,3,70,101
Rumah Dijual di Jogja,"Kraton, Yogyakarta",Rp 1.526.000.000,3,139,130
SAHIRA DHARMAWANGSA SMARTHOME PREMIUM SELANGKAH KE BALAIKOTA JOGJA,"Umbulharjo, Yogyakarta",Rp 1.501.500.000,3,74,74
Di Jual Rumah dalam Perumahan Tamansiswa di tengah Kota yogyakarta,"Umbulharjo, Yogyakarta",Rp 3.000.000.000,6,287,440
"Rumah Baru Untuk Tinggal, Homestay di Jl Kaliurang KM17 dekat UII - Kopi Klotok","Pakem, Sleman",Rp 1.850.000.000,3,100,240
HARGA PROMO NEW RELEASE RUMAH MURAH PRAMBANAN,"Prambanan, Sleman",Rp 525.000.000,2,45,74
RUMAH CANTIK 3 LANTAI DI GODEAN KM 7 JOGJA,"Godean, Sleman",Rp 1.650.000.000,3,160,103
PERUMAHAN MEWAH 2 LANTAI DEKAT KAMPUS STIPRAM JOGJA,"Banguntapan, Bantul",Rp 2.300.000.000,4,160,130
Rumah Kolam Renang Pribadi Kotagede Yogyakarta,"Kotagede, Yogyakarta",Rp 975.000.000,3,70,100
Buruan Hanya Sisa 1 Unit Kost 14 Kamar Dekat Tugu Yogyakarta,"Tegalrejo, Yogyakarta",Rp 2.913.000.000,14,200,114
DIJUAL RUMAH MURAH 199 JT FREE BPHTB DAN BBN DI BANTUL,"Bantul, Bantul",Rp 199.000.000,2,30,60
"Dijual Kost Exlusive atif 8 kamar, Full Furnished  jalan Kaliurang","Ngaglik, Sleman",Rp 3.100.000.000,8,190,150
Perumahan Mewah Greenland Giwangan Harga Murah,"Pleret, Bantul",Rp 797.712.300,3,80,89
Perumahan 2 Lantai Konsep Resort Total 330 Unit The Panorama Resort Yo,"Godean, Sleman",Rp 982.750.000,3,78,100
HUNIAN MODERN DI JALAN KALIURANG DEKAT KAMPUS UII,"Sleman, Sleman",Rp 689.500.000,2,45,112
Kost Exclusive 10kt 10km 4lt Baru dkt UGM,Yogyakarta,Rp 3.500.000.000,10,199,330
Rumah Mewah 2 Lantai Lokasi Timur Alun2 FREE NMAX,"Temon, Kulon Progo",Rp 498.000.000,3,70,90
"PERUMAHAN PURI NIRWANA KASONGAN, SHM, ADA MASJID","Kasihan, Bantul",Rp 485.000.000,2,45,94
2 UNIT TERAHIR RUMAH DI JOGJA SELATAN READY LT 97-103m2,"Kasihan, Bantul",Rp 495.000.000,2,45,97
Di Jual Rumah Bagus Dekat Sleman City Hall,Sleman,Rp 1.200.000.000,3,120,124
Rumah Dijual di Jogja,"Gondokusuman, Yogyakarta",Rp 1.780.800.000,3,171,130
Guest House Dijual di Jogja,"Gondokusuman, Yogyakarta",Rp 2.489.000.000,3,162,130
Rumah 2 Lantai Minimalis Scandinavian Godean Dekat UMY 700 Juta,"Godean, Sleman",Rp 846.900.000,3,73,132
RUMAH SIAP HUNI MURAH DEKAT KANTOR BUPATI KULON PROGO,"Wates, Kulon Progo",Rp 750.000.000,3,72,70
Rumah Dijual di Jogja,"Gondokusuman, Yogyakarta",Rp 1.780.800.000,3,171,130
Guest House Dijual di Jogja,"Gondokusuman, Yogyakarta",Rp 2.489.000.000,3,162,130
